"Muito_baixo","baixo","moderado","alto","muito_alto","regiao","fx_etaria"
0,0.0525477790681177,0.15815456930728,0.369368149785603,0.738736299571207,"RO","15 a 49"
0,1.94596567571594,4.57894271459984,7.21191975348373,11.3181682225303,"RO","2 a 4"
0,0.565398922358082,1.32062825023188,2.07653079678158,2.83198453088068,"RO","5 a 14"
0,0.180781482191216,0.555584764671913,0.93038804715261,2.13423980318429,"RO","50 a 64"
0,1.81743690496421,3.57937464460265,5.8376552900117,11.9125811408263,"RO","65+"
0,5.16830330948963,11.4202180792541,23.2221797229628,39.0835419160322,"RO","< 2"
0,0.305221261915951,0.713036931205568,1.12085260049518,1.83388953170075,"AC","15 a 49"
0,5.52184108015449,12.2083146023103,19.1132977805245,26.9610787707569,"AC","2 a 4"
0,1.60163204124519,2.8873841673989,4.85526352714979,7.46549642305345,"AC","5 a 14"
0,1.43502363730247,3.38078815532651,6.52379789119873,15.2970983316602,"AC","50 a 64"
1.6849199663016,7.53275030381471,12.6130580837357,18.0186544053368,24.8710390567428,"AC","65+"
6.65158972994546,22.5600942066351,40.3306480020533,66.6466752406434,106.434018391487,"AC","< 2"
0,0.148250658251289,0.275577443828528,0.445346491264847,0.696159360484638,"AM","15 a 49"
0,1.56107550471284,2.90379323457875,4.24651096444467,6.64170179532915,"AM","2 a 4"
0,0.448774862956182,0.833909127283436,1.21904339161069,2.31180753850079,"AM","5 a 14"
0,0.294517405842566,0.694324569097532,1.15616286243253,1.89540798281051,"AM","50 a 64"
0.424286138571853,3.30961865392219,5.29795383322087,7.44742436556384,10.7668444320787,"AM","65+"
2.07424411087526,10.381829343298,19.6242594324997,31.9390215893431,52.5475174755066,"AM","< 2"
0,0.123067532077552,0.380841686602077,0.638615841126602,0.896389995651127,"RR","15 a 49"
0,1.13101701049584,3.44041774986915,8.05921922861577,12.8005406045937,"RR","2 a 4"
0,0.360349971892702,1.11872890437258,1.87710783685245,3.29358578734816,"RR","5 a 14"
0,0.598472697675532,1.89021513274049,3.46634868694712,6.26911809589699,"RR","50 a 64"
0,1.22579063495955,3.94854243874638,9.10472552126729,16.336510822721,"RR","65+"
0,16.5324200702739,35.2887683805787,65.0146072563486,104.213756641821,"RR","< 2"
0.0206564239722758,0.113938754403204,0.196845806203998,0.30047962095499,0.468982048409369,"PA","15 a 49"
0.24562963472417,1.13662749176841,1.89698699757316,2.93469298504068,4.59799700442026,"PA","2 a 4"
0.0699402919727429,0.391963204848332,0.606159040165508,0.922624665211123,1.32979832368666,"PA","5 a 14"
0,0.398354313296173,0.732490720462034,1.22630029910138,2.13912297818002,"PA","50 a 64"
0.459749681623345,1.8743547094315,2.96431624025776,4.46955864207481,7.82505040860021,"PA","65+"
0,6.07859823603001,11.754783012294,19.6174139811713,32.7688892165778,"PA","< 2"
0,0.111481974479546,0.335355322696376,0.559228670913205,1.00697536734686,"AP","15 a 49"
0,8.03972310295674,19.0038124856209,35.6321484105391,61.9660805376146,"AP","2 a 4"
0,2.38199404248465,4.44841324888319,7.18733873091072,10.6858966846144,"AP","5 a 14"
0,0.505510059650187,1.57963486006891,2.65375966048764,4.71386832007039,"AP","50 a 64"
0,1.05759671721979,5.64375629942314,9.639304115994,15.6332991291076,"AP","65+"
0,36.6955673217246,85.6263901631841,148.719479664188,260.992496465727,"AP","< 2"
0,0.0589335618383971,0.176948805283249,0.2949640487281,0.531035177249587,"TO","15 a 49"
0,0.676489291174521,2.08110917985301,3.4857290685315,6.23579843110551,"TO","2 a 4"
0,0.203661839881061,0.612118332164159,1.02057482444726,2.03661839881062,"TO","5 a 14"
0,0.212545272142966,0.656685678935344,1.10082608572772,2.01933404872714,"TO","50 a 64"
0,1.07027525839125,2.52686867296321,4.62330542468747,8.11268127979479,"TO","65+"
0,3.27968977032971,9.89690200289883,20.1459195334938,30.5581963873421,"TO","< 2"
0,0.0390890624331223,0.117356510255576,0.247665976891103,0.417092680027165,"MA","15 a 49"
0,0.789259468959217,1.74636387605079,2.84479678427234,5.03534814397067,"MA","2 a 4"
0,0.218868796500406,0.394941098889609,0.665947233121364,1.22147074125178,"MA","5 a 14"
0,0.160603789326062,0.382059576922872,0.758149521507657,1.67349487439898,"MA","50 a 64"
0,0.76088507184754,1.55063819017896,3.01319730228286,5.96888539421703,"MA","65+"
0.479064865382773,6.16880396775037,12.272283544843,21.6921928284602,35.4954416380212,"MA","< 2"
0,0.0837068070670179,0.195406203935664,0.307105600804309,0.584999281286597,"PI","15 a 49"
0,0.355429180735738,1.84337285063237,4.01401431016456,7.0255743109812,"PI","2 a 4"
0,0.314581877382122,0.946860541638654,1.57913920589519,2.2155348512167,"PI","5 a 14"
0,0.284783070759863,0.476611715215855,0.860269004127838,1.43844764581499,"PI","50 a 64"
0,1.8608730919115,3.55493260848651,6.50437527643595,10.6960837879169,"PI","65+"
0,1.74782937713199,5.85114790805581,11.7022958161116,20.2095930394227,"PI","< 2"
0,0.131338885793605,0.232467410704426,0.333543386800227,0.474740881538858,"CE","15 a 49"
1.11145689770151,4.35477472345537,6.84040631091896,9.25940443001947,12.3366388101158,"CE","2 a 4"
0.387688261419745,1.28089146818254,1.90130200624356,2.60064677535063,3.80419061693639,"CE","5 a 14"
0,0.313493398299862,0.593172945905459,0.906890138682513,1.30699898945239,"CE","50 a 64"
0.206428599443881,2.04025465837909,3.79107131279855,5.70685066992506,10.0545804382918,"CE","65+"
4.15259398704391,16.8312184102804,31.5338231399311,47.9959015765392,70.8639793255285,"CE","< 2"
