"Muito_baixo","baixo","moderado","alto","muito_alto","regiao","cod_regiao","escala","escala_reg"
"2","8","15","23","33","João Pessoa - PB",250750,"casos","capital"
"2","35","58","86","124","Recife - PE",261160,"casos","capital"
"1","8","15","21","31","Maceió - AL",270430,"casos","capital"
"2","14","25","36","56","Aracaju - SE",280030,"casos","capital"
"19","42","65","90","120","Salvador - BA",292740,"casos","capital"
"65","104","143","207","292","Belo Horizonte - MG",310620,"casos","capital"
"1","6","9","12","17","Vitória - ES",320530,"casos","capital"
"18","66","103","149","203","Rio De Janeiro - RJ",330455,"casos","capital"
"93","208","294","385","576","São Paulo - SP",355030,"casos","capital"
"9","38","62","96","140","Curitiba - PR",410690,"casos","capital"
"3","12","19","27","39","Florianópolis - SC",420540,"casos","capital"
"6","21","35","48","69","Porto Alegre - RS",431490,"casos","capital"
"11","37","58","85","117","Campo Grande - MS",500270,"casos","capital"
"1","5","10","14","24","Cuiabá - MT",510340,"casos","capital"
"5","15","25","38","54","Goiânia - GO",520870,"casos","capital"
"1","2","3","3","4","Brasília - DF",530010,"casos","capital"
